"Location","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent","time","ID"
"Ontario","Canada","Canada","Other","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"Applied",0,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",60,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",30,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"Applied",40,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"Manitoba","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",20,"Current","Applied Current"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",30,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"Quebec","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"Alberta","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"Applied",20,"Current","Applied Current"
"Quebec","Canada","Canada","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",70,"Current","Applied Current"
"","","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"British Columbia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",30,"Current","Applied Current"
"","","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",40,"Current","Applied Current"
"Germany","Germany","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"Quebec","Canada","Canada","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science",100,"Applied",70,"Current","Applied Current"
"Newfoundland and Labrador","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",30,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",60,"Current","Applied Current"
"Newfoundland and Labrador","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"Quebec","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",40,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"Saskatchewan","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",80,"Current","Applied Current"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"Manitoba","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",70,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"Applied",20,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",30,"Current","Applied Current"
"Newfoundland and Labrador","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Current","Applied Current"
"","","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"Applied",0,"Current","Applied Current"
"Manitoba","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",50,"Current","Applied Current"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",30,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"Applied",0,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",90,"Applied",0,"Current","Applied Current"
"British Columbia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",20,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",70,"Current","Applied Current"
"Washington","USA","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"","","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"Applied",20,"Current","Applied Current"
"British Columbia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",60,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"","","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",20,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",60,"Current","Applied Current"
"Michigan","USA","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",30,"Current","Applied Current"
"New Brunswick","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"Applied",90,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"Applied",0,"Current","Applied Current"
"Newfoundland and Labrador","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Current","Applied Current"
"","","Canada","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",30,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",50,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"Applied",20,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",130,"Applied",15.3846153846154,"Current","Applied Current"
"New Brunswick","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"Korea","Korea","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Current","Applied Current"
"","","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"Applied",20,"Current","Applied Current"
"Alberta","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",50,"Current","Applied Current"
"Switzerland","Switzerland","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Current","Applied Current"
"Germany","Germany","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"Denmark","Denmark","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",30,"Current","Applied Current"
"Newfoundland and Labrador","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",70,"Current","Applied Current"
"Netherlands","Netherlands","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"Applied",0,"Current","Applied Current"
"","","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",60,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",30,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",50,"Current","Applied Current"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",40,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",70,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",10,"Current","Applied Current"
"Newfoundland and Labrador","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",20,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",10,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"Applied",70,"Current","Applied Current"
"","","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"New Brunswick","Canada","Canada","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",100,"Applied",0,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",40,"Current","Applied Current"
"Manitoba","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Current","Applied Current"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"Yukon Territory","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",10,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"Applied",70,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Current","Applied Current"
"Quebec","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"Greece","Greece","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",30,"Current","Applied Current"
"Alberta","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"New Brunswick","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"Applied",70,"Current","Applied Current"
"","","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",50,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",40,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",40,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",30,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"Alberta","Canada","Canada","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",100,"Applied",30,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",40,"Current","Applied Current"
"Alberta","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"Applied",10,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",40,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",30,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",60,"Current","Applied Current"
"","","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",110,"Applied",9.09090909090909,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",50,"Current","Applied Current"
"Saskatchewan","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",90,"Current","Applied Current"
"Russian Federation","Russian Federation","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",60,"Current","Applied Current"
"Indonesia","Indonesia","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",20,"Current","Applied Current"
"","","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Current","Applied Current"
"Alberta","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"Applied",20,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",60,"Current","Applied Current"
"Quebec","Canada","Canada","Female","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",100,"Applied",20,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Current","Applied Current"
"British Columbia","Canada","Canada","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"Applied",30,"Current","Applied Current"
"Germany","Germany","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Current","Applied Current"
"Quebec","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",90,"Applied",10,"Current","Applied Current"
"Ontario","Canada","Canada","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"Applied",20,"Current","Applied Current"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",20,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",20,"Current","Applied Current"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",30,"Current","Applied Current"
"New Brunswick","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",40,"Current","Applied Current"
"Quebec","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",80,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",10,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",100,"Applied",80,"Current","Applied Current"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",50,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",90,"Applied",50,"Current","Applied Current"
"Quebec","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"New Brunswick","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Current","Applied Current"
"Nova Scotia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Current","Applied Current"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",30,"Current","Applied Current"
"Quebec","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",20,"Current","Applied Current"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",50,"Current","Applied Current"
"Quebec","Canada","","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Current","Applied Current"
"Manitoba","Canada","","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Current","Applied Current"
"Ontario","Canada","","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Current","Applied Current"
"Ontario","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"Applied",20,"Current","Applied Current"
"Quebec","Canada","","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Current","Applied Current"
"United Kingdom","United Kingdom","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"Fundamental",50,"Past","Fundamental Past"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"Fundamental",0,"Past","Fundamental Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"Fundamental",100,"Past","Fundamental Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"Fundamental",40,"Past","Fundamental Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Fundamental",60,"Past","Fundamental Past"
"Ontario","Canada","Canada","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",200,"Fundamental",50,"Past","Fundamental Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Fundamental",100,"Past","Fundamental Past"
"Alberta","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",90,"Fundamental",90,"Past","Fundamental Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Fundamental",60,"Past","Fundamental Past"
"Alberta","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Fundamental",80,"Past","Fundamental Past"
"Newfoundland and Labrador","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Fundamental",60,"Past","Fundamental Past"
"Alberta","Canada","Canada","Male","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Engineering",100,"Fundamental",70,"Past","Fundamental Past"
"Alberta","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"Fundamental",30,"Past","Fundamental Past"
"Prince Edward Island","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Fundamental",70,"Past","Fundamental Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Fundamental",100,"Past","Fundamental Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Fundamental",50,"Past","Fundamental Past"
"Nova Scotia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Fundamental",90,"Past","Fundamental Past"
