"Location","nation","id","Country","Country_work","gender","what_participant_group","field_research","total_research","percent_Applied_Research_current","percent_Applied_Research_past","percent_Fundamental_Research_past","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Use_inspired_Research_past","changed","majority_current","majority_past","curr_past.app","curr_past.use","curr_past.fund","app_mean","app_sd","use_mean","use_sd","fund_mean","fund_sd"
"Poland","Poland",208,"Poland","Poland","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,40,0,40,20,40,60,"Yes","fund.current","use.past",40,-20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Japan","Japan",223,"Japan","Japan","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,10,10,90,60,30,0,"Yes","fund.current","fund.past",0,30,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",225,"Israel","","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",140,7.14285714285714,28.5714285714286,35.7142857142857,57.1428571428571,35.7142857142857,35.7142857142857,"Yes","fund.current","fund.past",-21.4285714285715,0,21.4285714285714,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",237,"Israel","","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,30,10,90,60,10,0,"Yes","fund.current","fund.past",20,10,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"","Israel",238,"","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,0,0,100,90,10,0,"Yes","fund.current","fund.past",0,10,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",242,"Israel","Israel","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,20,20,20,30,50,60,"Yes","use.current","use.past",0,-10,10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"United Kingdom","Australia",249,"United Kingdom","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,10,0,100,90,0,0,"Yes","fund.current","fund.past",10,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"","Australia",255,"","Australia","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,70,20,70,0,30,10,"Yes","app.current","fund.past",50,20,-70,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Maryland","United States",257,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,20,10,20,0,80,70,"Yes","use.current","use.past",10,10,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",259,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,20,0,100,80,0,0,"Yes","fund.current","fund.past",20,0,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",261,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,50,20,80,50,0,0,"Yes","fund.app.half.current","fund.past",30,0,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",262,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,30,0,90,70,0,10,"Yes","fund.current","fund.past",30,-10,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Switzerland","Poland",263,"Switzerland","Poland","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,10,0,100,90,10,0,"Yes","fund.current","fund.past",10,10,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",265,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,60,80,0,10,30,20,"Yes","app.current","app.past",-20,10,10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"","Israel",267,"","Israel","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,40,20,80,60,0,0,NA,"fund.current","fund.past",20,0,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",268,"Israel","Israel","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,20,0,100,80,0,0,"Yes","fund.current","fund.past",20,0,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"France","France",274,"France","France","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,50,20,50,10,40,30,"Yes","app.current","fund.past",30,10,-40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",276,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,0,0,100,100,0,0,"Yes","fund.current","fund.past",0,0,0,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",283,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,0,0,100,80,20,0,"Yes","fund.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"","Poland",288,"","Poland","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,20,0,90,60,20,10,"Yes","fund.current","fund.past",20,10,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"France","Israel",290,"France","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,70,40,30,10,20,30,"Yes","app.current","fund.past",30,-10,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",292,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,70,50,50,30,0,0,"Yes","app.current","fund.app.half.past",20,0,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",294,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,80,100,0,20,0,0,"Yes","app.current","app.past",-20,0,20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",295,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,80,50,0,0,20,50,"Yes","app.current","app.past",30,-30,0,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Greece","Italy",298,"Greece","Italy","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,50,10,90,60,0,0,"Yes","app.current","fund.past",40,0,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",299,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,10,0,30,10,80,70,"Yes","use.current","use.past",10,10,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Quebec","France",302,"Canada","France","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,20,10,80,70,10,10,"Yes","fund.current","fund.past",10,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",309,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",160,12.5,31.25,37.5,25,25,31.25,"Yes","fund.current","fund.past",-18.75,-6.25,-12.5,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"New Hampshire","Israel",311,"United States","Israel","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,0,0,100,80,20,0,"Yes","fund.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",312,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,30,20,30,30,30,50,"Yes","fund.current","use.past",10,-20,0,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Maryland","Israel",313,"United States","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,10,0,100,90,0,0,"Yes","fund.current","fund.past",10,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",322,"Israel","","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,0,0,100,60,40,0,"Yes","fund.current","fund.past",0,40,-40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",324,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,20,0,100,70,10,0,"Yes","fund.current","fund.past",20,10,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",326,"Israel","Israel","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,0,0,70,100,0,30,"Yes","fund.current","fund.past",0,-30,30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Vermont","Israel",327,"United States","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",90,50,20,70,50,0,0,"Yes","fund.app.half.current","fund.past",30,0,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",329,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,50,60,0,0,50,40,"Yes","app.current","app.past",-10,10,0,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Spain","Israel",330,"Spain","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,10,0,90,80,10,10,"Yes","fund.current","fund.past",10,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",333,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,0,0,100,80,20,0,"Yes","fund.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",335,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,0,0,100,90,0,0,"Yes","fund.current","fund.past",0,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",336,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,0,0,100,50,50,0,"Yes","fund.app.half.current","fund.past",0,50,-50,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",341,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,20,30,40,30,50,30,"Yes","use.current","fund.past",-10,20,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",345,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,0,0,60,20,100,40,"Yes","use.current","fund.past",0,60,-40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",348,"Israel","Israel","Male","","Medicine and Life Science",100,0,0,70,50,50,30,"Yes","fund.app.half.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",354,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,30,70,30,70,0,0,"Yes","fund.current","app.past",-40,0,40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",358,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,0,0,60,40,60,40,"Yes","use.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",365,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,0,0,100,80,20,0,"Yes","fund.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Ontario","Israel",368,"Canada","Israel","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,30,0,100,70,0,0,"Yes","fund.current","fund.past",30,0,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Netherlands","Netherlands",371,"Netherlands","India","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science",100,10,0,100,90,0,0,"Yes","fund.current","fund.past",10,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",372,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,20,0,60,50,30,40,"Yes","fund.current","fund.past",20,-10,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",379,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,20,50,20,60,20,30,"Yes","fund.current","app.past",-30,-10,40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",380,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,50,10,90,50,0,0,"Yes","fund.app.half.current","fund.past",40,0,-40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"United Kingdom","United Kingdom",382,"United Kingdom","United Kingdom","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,10,0,60,20,70,40,"Yes","use.current","fund.past",10,30,-40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"United Kingdom","United Kingdom",383,"United Kingdom","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,0,0,80,60,40,20,"Yes","fund.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",390,"Israel","Israel","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,0,0,70,50,50,30,"Yes","fund.app.half.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Germany","Germany",409,"Germany","Germany","Male","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Medicine and Life Science",100,30,50,20,20,50,30,"Yes","use.current","app.past",-20,20,0,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Spain","Spain",411,"Spain","Spain","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,0,0,100,30,70,0,"Yes","use.current","fund.past",0,70,-70,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Italy","Italy",414,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,10,0,100,90,0,0,"Yes","fund.current","fund.past",10,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Alberta","United States",625,"Canada","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,10,0,90,80,10,10,"Yes","fund.current","fund.past",10,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Korea","Korea, South",729,"Korea","","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,0,0,100,80,20,0,"Yes","fund.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"New York","United States",809,"United States","United States","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,40,20,80,60,0,0,"Yes","fund.current","fund.past",20,0,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Germany","Germany",975,"Germany","","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,0,0,50,20,80,50,"Yes","use.current","fund.app.half.past",0,30,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Sweden","Sweden",1173,"Sweden","Sweden","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,30,70,20,30,30,10,"Yes","fund.current","app.past",-40,20,10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1287,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",110,45.4545454545455,45.4545454545455,54.5454545454545,45.4545454545455,0,0,"Yes","fund.current","fund.past",0,0,-9.09090909090899,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1289,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",50,0,50,0,90,0,0,"Yes","fund.current","app.past",-50,0,90,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1290,"Israel","Antarctica","Other","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",90,0,0,90,80,0,0,"Yes","fund.current","fund.past",0,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"","Israel",1291,"","Israel","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,0,0,90,70,30,10,"Yes","fund.current","fund.past",0,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1298,"Israel","Israel","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,0,10,90,100,0,0,"Yes","fund.current","fund.past",-10,0,10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1300,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,10,10,10,30,60,80,"Yes","use.current","use.past",0,-20,20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1303,"Israel","Israel","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,60,20,40,20,20,40,"Yes","app.current","fund.past",40,-20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1314,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Other",100,0,0,100,80,0,0,"Yes","fund.current","fund.past",0,0,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"","United States",1315,"","United States","Female","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science",100,20,70,30,80,0,0,"Yes","fund.current","app.past",-50,0,50,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1319,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,60,30,70,40,0,0,"Yes","app.current","fund.past",30,0,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1337,"Israel","Israel","Female","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",230,43.4782608695652,34.7826086956522,43.4782608695652,4.34782608695652,43.4782608695652,21.7391304347826,"Yes","fund.current","fund.past",8.695652173913,21.7391304347826,-39.1304347826087,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"United Kingdom","United Kingdom",1507,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,20,10,40,30,50,50,"Yes","use.current","use.past",10,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1582,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",90,10,0,90,90,0,0,"Yes","fund.current","fund.past",10,0,0,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Israel","Israel",1596,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,30,0,70,30,40,30,"Yes","fund.current","fund.past",30,10,-40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Maryland","United States",1610,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,10,0,80,60,30,20,"Yes","fund.current","fund.past",10,10,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Pennsylvania","United States",1621,"United States","United States","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,20,0,100,80,0,0,"Yes","fund.current","fund.past",20,0,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Texas","United States",1624,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,10,0,100,80,10,0,"Yes","fund.current","fund.past",10,10,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Finland","Finland",1626,"Finland","Finland","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,10,0,100,90,0,0,"Yes","fund.current","fund.past",10,0,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"United Kingdom","United Kingdom",1627,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,50,20,60,20,30,20,"Yes","app.current","fund.past",30,10,-40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Quebec","United Kingdom",1632,"Canada","United Kingdom","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,10,10,80,70,20,10,"Yes","fund.current","fund.past",0,10,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Ohio","United States",1644,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,30,20,20,20,50,60,"Yes","use.current","use.past",10,-10,0,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"","United States",1651,"","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,30,50,40,60,10,10,"Yes","fund.current","app.past",-20,0,20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Belgium","United States",1657,"Belgium","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Other",100,30,0,40,0,70,60,"Yes","use.current","use.past",30,10,-40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"United Kingdom","United Kingdom",1662,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,10,0,90,70,30,10,"Yes","fund.current","fund.past",10,20,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Louisiana","United States",1666,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,0,0,100,50,50,0,"Yes","fund.app.half.current","fund.past",0,50,-50,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"California","United States",1667,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,0,0,70,20,80,30,"Yes","use.current","fund.past",0,50,-50,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"California","United States",1668,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,90,70,30,10,0,0,"Yes","app.current","app.past",20,0,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"California","United States",1672,"United States","United States","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,30,10,50,40,30,40,"Yes","fund.current","fund.past",20,-10,-10,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Hawaii","United States",1693,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,70,30,70,30,0,0,"Yes","app.current","fund.past",40,0,-40,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"New Zealand","New Zealand",1696,"New Zealand","New Zealand","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,50,10,50,20,30,40,"Yes","app.current","fund.past",40,-10,-30,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
"Cyprus","Cyprus",1706,"Cyprus","Cyprus","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,20,10,90,70,10,0,"Yes","fund.current","fund.past",10,10,-20,9.74972892187449,20.8945814513742,8.98093116453545,20.2289679567623,-18.1952407969775,23.7841875898891
