Expenditure,2003/2004,2004/2005,2005/2006,2006/2007,2007/2008,2008/2009,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015
Percent of Total Federal Expenditure (%),2.602636171,2.556058705,2.578221622,2.521323551,2.251572981,2.278415966,2.469773646,2.319678407,2.31392502,2.439656726,2.475372459,2.302684695
